review_date,review_title,review_text,review_star,review_helpful,page,Sentiment,Product_defect_suggestion,Theme,Assigned
"Reviewed in the United States on November 20, 2021","







  
  
    As advertised
  
","









  
  
    
  As advertised

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",25,neutral,no,none,Ana
"Reviewed in the United States on January 13, 2022","







  
  
    Won't load anything
  
","









  
  
    
  Won't load any of my shows. It loads for a good minute then brings me back to the original screen. Wifi is fine. I've unplugged my TV a couple of times. The app is just crap.

  
",2.0 out of 5 stars,"
  
      
          Helpful
      
  ",25,negative,no,app doesn't work,Ana
"Reviewed in the United States on December 8, 2021","







  
  
    Dislike that with some movies.. they let you watch an episode.. then make you pay to watch more.
  
","









  
  
    
  👍

  
",4.0 out of 5 stars,"
  
      
          Helpful
      
  ",25,neutral,no,none,Ana
"Reviewed in the United States on September 4, 2021","







  
    No funciona en Costa Rica
  
  
","









  
    
  No funciona en Costa Rica

  
  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",25,negative,no,none,Ana
"Reviewed in the United States on October 3, 2021","







  
  
    TV convenience
  
","









  
  
    
  I love being able to watch things I've missed on network TV through Peacock. I've also been able to watch many other programs and appreciate the free download.

  
",5.0 out of 5 stars,"
  4 people found this helpful
      
          Helpful
      
  ",25,positive,no,good selection,Ana
"Reviewed in the United States on November 23, 2021","







  
  
    TOO many self promoting granger
  
","









  
  
    
  More options for the viewer to decide on Peacock

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",25,positive,no,good selection,Ana
"Reviewed in the United States on September 24, 2021","







  
  
    More variety
  
","









  
  
    
  Peacock is a great streaming platform. Lots of variety and the reception is superb. Excellent purchase for the money. Very reasonable price for what it offers.

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",25,positive,no,good selection,Ana
"Reviewed in the United States on August 30, 2021","







  
  
    Good app
  
","









  
  
    
  I watch WWE shows every night . Helps me get tired. Thanks!

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",25,positive,no,none,Ana
"Reviewed in the United States on March 9, 2022","







  
  
    Love it
  
","









  
  
    
  Love this streaming app.

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",25,positive,no,none,Ana
"Reviewed in the United States on December 12, 2021","







  
  
    It's a good option for free TV
  
","









  
  
    
  Peacock does offer many great options for selecting different shows, movies, etc.

  
",4.0 out of 5 stars,"
  4 people found this helpful
      
          Helpful
      
  ",50,positive,no,good selection,Ana
"Reviewed in the United States on February 4, 2022","







  
  
    Paid but not working.
  
","









  
  
    
  I paid for subscription so I could watch Olympic opening ceremony but access was not granted. Feel ripped off..

  
",2.0 out of 5 stars,"
  
      
          Helpful
      
  ",50,negative,no,deceiving marketing,Ana
"Reviewed in the United States on July 25, 2021","







  
  
    NOT A GOOD APP AT ALL
  
","









  
  
    
  Not enough of a selection of cable tv channels.

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",50,negative,no,poor content,Ana
"Reviewed in the United States on January 27, 2022","







  
  
    Not really interesting content 🖕
  
","









  
  
    
  It sucks and is just NBCDon't bother me if you already can get it

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",50,negative,no,none,Ana
"Reviewed in the United States on January 20, 2022","







  
  
    Too Much Info Required
  
","









  
  
    
  This streaming service, although I opted for the free version, required way too much personal information to sign up. Most free streaming services ask for little or no information. I removed the app right after I installed it!

  
",1.0 out of 5 stars,"
  3 people found this helpful
      
          Helpful
      
  ",50,negative,no,bad user experience,Ana
"Reviewed in the United States on December 11, 2021","







  
  
    Love it!
  
","









  
  
    
  I thought “oh another streaming App”—-but it has a lot more than the bigger App companies-I love it!

  
",5.0 out of 5 stars,"
  4 people found this helpful
      
          Helpful
      
  ",50,positive,no,good selection,Ana
"Reviewed in the United States on February 16, 2022","







  
  
    It's got great shows
  
","









  
  
    
  I'm enjoying it more than Netflix or Hulu. It seems to have a bit of everything plus true crime which I love and they add so often I still have a huge watchlist lol. Picture quality satisfied me but I did watch a move from the early 2000s and it had a few video issues but over all its my new go to.

  
",5.0 out of 5 stars,"
  10 people found this helpful
      
          Helpful
      
  ",50,positive,no,good selection,Ana
"Reviewed in the United States on July 29, 2021","







  
  
    Great App
  
","









  
  
    
  I love it! I don't have cable and I can access alot of my favorite shows! Dateline was a plus!!

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",50,positive,no,good selection,Ana
"Reviewed in the United States on September 6, 2021","







  
  
    All videos arent free
  
","









  
  
    
  I wish it was all free. Couldn't watch all olympic events without buying a high subscription. 🤬

  
",3.0 out of 5 stars,"
  
      
          Helpful
      
  ",50,neutral,no,none,Ana
"Reviewed in the United States on August 1, 2021","







  
  
    Great!
  
","









  
  
    
  Love the app!

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",50,positive,no,good user interface,Ana
"Reviewed in the United States on March 19, 2022","







  
  
    gr8
  
","









  
  
    
  thank you

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",35,neutral,no,none,Ana
"Reviewed in the United States on December 19, 2021","







  
  
    Worth it
  
","









  
  
    
  Very Good

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",35,positive,no,none,Ana
"Reviewed in the United States on August 30, 2021","







  
  
    Peacock
  
","









  
  
    
  I love this app.

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",35,positive,no,none,Ana
"Reviewed in the United States on December 8, 2021","







  
  
    Great TV
  
","









  
  
    
  We love the range of shows!  And Yellowstone's the best series we've seen in a while

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",35,positive,no,good selection,Ana
"Reviewed in the United States on August 31, 2021","







  
  
    Excellent content for cheap.
  
","









  
  
    
  The easy accessibility and the wrestling I love sealed the deal for me. It’s free with xfinity.

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",35,positive,no,good selection,Ana
"Reviewed in the United States on August 24, 2021","







  
  
    Mediocre streaming app
  
","









  
  
    
  The selection of movies is good for me but the app has problems. First there are the ads which I should not have to see if I’m paying for the service. The app is slow while navigating and starting playback. The resolution of sports highlights begins in low res, I mean fuzzy, and it takes a minute or more to resolve to hi res. Pretty disappointing.

  
",3.0 out of 5 stars,"
  9 people found this helpful
      
          Helpful
      
  ",35,neutral,no,lots of commercials,Ana
"Reviewed in the United States on August 4, 2021","







  
  
    False advertisment.
  
","









  
  
    
  Peacock states it's free but, when I started to watch Dr. Death when I got to the 4th episode it said' To continue I would have to pay for their premium price.

  
",1.0 out of 5 stars,"
  5 people found this helpful
      
          Helpful
      
  ",35,neutral,no,none,Ana
"Reviewed in the United States on October 5, 2021","







  
  
    Good selection of shows.
  
","









  
  
    
  Takes a little while to load.Good selection of shows.

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",35,neutral,no,good selection,Ana
"Reviewed in the United States on February 4, 2022","







  
  
    For free is ok
  
","









  
  
    
  Entertainment

  
",3.0 out of 5 stars,"
  
      
          Helpful
      
  ",35,neutral,no,none,Ana
"Reviewed in the United States on February 11, 2022","







  
  
    Good deal
  
","









  
  
    
  Yellow stone is on it

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",35,neutral,no,none,Ana
"Reviewed in the United States on July 26, 2021","







  
  
    Website is not user friendly
  
","









  
  
    
  Cannot get verify email, cannot get app on tv, activate information does not work

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",52,negative,no,app doesn't work,Ana
"Reviewed in the United States on October 4, 2021","







  
  
    Works great!
  
","









  
  
    
  Works great!

  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",52,positive,no,none,Ana
"Reviewed in the United States on February 6, 2022","







  
  
    Awesome app
  
","









  
  
    
  Out of all of our Apps...this is my favorite

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",52,positive,no,none,Ana
"Reviewed in the United States on February 25, 2022","







  
  
    Any show I’m interested in is only on peacock plus
  
","









  
  
    
  The Olympics were very disappointing. Everything was on peacock plus

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",52,negative,no,bad user experience,Ana
"Reviewed in the United States on December 5, 2021","







  
  
    I have little use for Peacock.
  
","









  
  
    
  I had little time to use Peacock.

  
",3.0 out of 5 stars,"
  
      
          Helpful
      
  ",52,neutral,no,none,Ana
"Reviewed in the United States on August 30, 2021","







  
  
    No me gusta
  
","









  
  
    
  Bad 😊

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",52,negative,no,none,Ana
"Reviewed in the United States on August 13, 2021","







  
  
    Bonus
  
","









  
  
    
  Easy to navigate, plus it’s got the G. Lopez show and Bernie Mac show. Hilarious

  
",3.0 out of 5 stars,"
  
      
          Helpful
      
  ",52,positive,no,good user interface,Ana
"Reviewed in the United States on October 7, 2021","







  
  
    love it!
  
","









  
  
    
  great streaming service

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",52,positive,no,good user interface,Ana
"Reviewed in the United States on August 3, 2021","







  
  
    Good value
  
","









  
  
    
  Easy to use

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",52,positive,no,good user interface,Ana
"Reviewed in the United States on November 16, 2021","







  
  
    Only helpful if you want yesterdays news.
  
","









  
  
    
  Not helpful

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",52,negative,no,none,Ana
"Reviewed in the United States on November 4, 2021","







  
  
    Kevin Hart
  
","









  
  
    
  A lot of Kevin Harts material / shows are on this so if you’re a fan this is a must !

  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",12,positive,no,good selection,Ana
"Reviewed in the United States on February 17, 2022","







  
  
    Lots of good things to watch
  
","









  
  
    
  Free download easy to use lots of great things to watch on PeacockTV

  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",12,positive,no,good selection,Ana
"Reviewed in the United States on February 7, 2022","







  
  
    Global sports lovers
  
","









  
  
    
  Great for premier league & the Olympics.

  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",12,positive,no,good selection,Ana
"Reviewed in the United States on February 22, 2022","







  
    Peacoks
  
  
","









  
    
  Muy burna aplicacion de streaming.

  
  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",12,positive,no,good selection,Ana
"Reviewed in the United States on September 1, 2021","







  
  
    Not what they tell you!
  
","









  
  
    
  The service is not what they tell you unless you want to add a premium subscription!

  
",3.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",12,negative,no,deceiving marketing,Ana
"Reviewed in the United States on September 20, 2021","







  
  
    Crappy Olympic covarage
  
","









  
  
    
  Waste of space on my Fire Stick.  Its getting harder and harder to find decent entertainment providers.

  
",1.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",12,negative,no,none,Ana
"Reviewed in the United States on January 6, 2022","







  
  
    Upgrade
  
","









  
  
    
  Paid extra for commercial free and it still plays commercials on things  ☹️

  
",3.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",12,negative,no,lots of commercials,Ana
"Reviewed in the United States on October 15, 2021","







  
  
    Love it!
  
","









  
  
    
  I love the live channels and the option to watch some of my favorite episodes from years ago.

  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",12,positive,no,good selection,Ana
"Reviewed in the United States on November 11, 2021","







  
  
    Movies
  
","









  
  
    
  Like the movies

  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",12,positive,no,good selection,Ana
"Reviewed in the United States on February 5, 2022","







  
  
    Love Peacock
  
","









  
  
    
  I watch Yellowstone

  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",12,positive,no,good selection,Ana
"Reviewed in the United States on September 7, 2021","







  
  
    Checking out the old and new.
  
","









  
  
    
  Peacock gives me a chance to see some of the new shows, while still being able to watch some of the classic shows such as Columbo!

  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",6,positive,no,good selection,Ana
"Reviewed in the United States on September 30, 2021","







  
  
    It's OK.
  
","









  
  
    
  I don't watch much TV do can't review much on it .

  
",3.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",6,neutral,no,none,Ana
"Reviewed in the United States on January 19, 2022","







  
  
    Cool app
  
","









  
  
    
  Its good

  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",6,positive,no,none,Ana
"Reviewed in the United States on October 31, 2021","







  
  
    Great channel
  
","









  
  
    
  I love watching peacock just seems  it takes to long to load

  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",6,negative,no,app is slow,Ana
"Reviewed in the United States on November 8, 2021","







  
  
    Peacock
  
","









  
  
    
  Have logged in but don't see anything yet

  
",3.0 out of 5 stars,"
  2 people found this helpful
      
          Helpful
      
  ",6,neutral,no,none,Ana
"Reviewed in the United States on December 26, 2021","







  
  
    As described
  
","









  
  
    
  As described.

  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",6,neutral,no,none,Ana
"Reviewed in the United States on October 8, 2021","







  
  
    Great streaming app
  
","









  
  
    
  Love it!!

  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",6,positive,no,none,Ana
"Reviewed in the United States on February 15, 2022","







  
  
    Lisa's
  
","









  
  
    
  ❤️

  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",6,neutral,no,none,Ana
"Reviewed in the United States on January 16, 2022","







  
  
    A+
  
","









  
  
    
  A+

  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",6,positive,no,none,Ana
"Reviewed in the United States on November 12, 2021","







  
  
    Lots of movies and series to watch
  
","









  
  
    
  Streaming and picture quality is good

  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",6,positive,no,good user interface,Ana
"Reviewed in the United States on October 7, 2021","







  
  
    Not interested
  
","









  
  
    
  Not everything is free. You get a couple of episodes and then the rest is premium

  
",3.0 out of 5 stars,"
  
      
          Helpful
      
  ",46,neutral,no,none,Ana
"Reviewed in the United States on November 22, 2021","







  
  
    Terrible app
  
","









  
  
    
  More ads than content. You can't even enjoy the show because of constant long interruptions

  
",1.0 out of 5 stars,"
  5 people found this helpful
      
          Helpful
      
  ",46,negative,no,lots of commercials,Ana
"Reviewed in the United States on November 7, 2021","







  
  
    Absolutely love this channel
  
","









  
  
    
  I discovered this on one of those late night TV show ads on TV. I thought I would try it because I love old school threes of company and love boat. They have all sorts of awesome shows, my one complaint is since it's so new you get a lot of the same commercials over and over or long pauses work commercials won't be. I love that it's free, and they have long spaces before they repeat. They also have current shows, they have a good selection because I think their parent company is Viacom. Definitely worth downloading

  
",5.0 out of 5 stars,"
  7 people found this helpful
      
          Helpful
      
  ",46,positive,no,good selection,Ana
"Reviewed in the United States on September 25, 2021","







  
  
    Worthless
  
","









  
  
    
  To watch you have to pay extra for everything

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",46,negative,no,deceiving marketing,Ana
"Reviewed in the United States on January 28, 2022","







  
  
    Great!
  
","









  
  
    
  I love watching ""The Office"" with this app!!!

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",46,positive,no,good seleciton,Ana
"Reviewed in the United States on August 15, 2021","







  
  
    So so
  
","









  
  
    
  So so

  
",2.0 out of 5 stars,"
  
      
          Helpful
      
  ",46,neutral,no,none,Ana
"Reviewed in the United States on July 24, 2021","







  
  
    Save me a lot of money
  
","









  
  
    
  Got the channels and movies I was looking for with minimum purchase.

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",46,positive,no,fair price,Ana
"Reviewed in the United States on January 26, 2022","







  
  
    Cannot stream it on all TV’s . Annoying
  
","









  
  
    
  This doesn’t stream well on my TVs at all. I will most likely cancel

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",46,negative,no,app doesn't work,Ana
"Reviewed in the United States on August 30, 2021","







  
  
    Like so far , different shows.
  
","









  
  
    
  Like it and was looking for different things to watch. So far this is a good place to find it

  
",4.0 out of 5 stars,"
  
      
          Helpful
      
  ",46,positive,no,good selection,Ana
"Reviewed in the United States on October 24, 2021","







  
  
    Freezes up alot
  
","









  
  
    
  I couldn't watch anything I wanted to because it would just freeze up. I was so disappointed because this is the only place I could find that had all seasons of king of queens, everybody loves Raymond and two and a ,half men. I canceled my subscription and got a full refund for. The month I paid for. So, excellent customer service. I loved what they had to offer, and will keep checking reviews to see if this problem gets rectified because I really want this app to work.  BTW, I use the firestick. Maybe if you use something else it will work for u. I also tried to mirror to from the app on my cell to my TV but it was just a black screen.

  
",1.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",46,negative,no,app freezes,Ana
"Reviewed in the United States on December 4, 2021","







  
  
    Love it
  
","









  
  
    
  I love this station

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",21,positive,no,none,Ana
"Reviewed in the United States on March 9, 2022","







  
  
    A bit of a come on
  
","









  
  
    
  A bit of a come on .If you want the good stuff you have to pay monthly

  
",3.0 out of 5 stars,"
  
      
          Helpful
      
  ",21,negative,no,deceiving marketing,Ana
"Reviewed in the United States on October 30, 2021","







  
  
    Great app
  
","









  
  
    
  We enjoy watching the TV shows. Especially the Chicago PD.

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",21,positive,no,good selection,Ana
"Reviewed in the United States on December 19, 2021","







  
  
    Different shows
  
","









  
  
    
  I love they have some free movies and shows to watch. I’m not a premium member however the shows I can watch I’m all in

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",21,positive,no,only free membership,Ana
"Reviewed in the United States on September 13, 2021","







  
  
    Takes much time
  
","









  
  
    
  Takes much time to load app. And much time to find a thing. And much time to load a thing. And much time to load the next episode. All in all shows are great quality, but the app needs to be sped up. Its no Netflix

  
",3.0 out of 5 stars,"
  
      
          Helpful
      
  ",21,negative,no,app is slow,Ana
"Reviewed in the United States on November 12, 2021","







  
  
    Not for me
  
","









  
  
    
  Lagged and buffered more than usual and found it hard to navigate

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",21,negative,no,app is slow,Ana
"Reviewed in the United States on September 28, 2021","







  
  
    Love Peacock
  
","









  
  
    
  Watch my favorite shows. Looking forward to Yellowstone!

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",21,positive,no,good selection,Ana
"Reviewed in the United States on November 5, 2021","







  
  
    I do like this streaming service. I guess we get it free because we have Xfinity I believe. .
  
","









  
  
    
  Wish it had more sci fi shows and movies would be great.

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",21,positive,yes,content improvement,Ana
"Reviewed in the United States on March 18, 2022","







  
  
    Love this
  
","









  
  
    
  Love this

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",21,positive,no,none,Ana
"Reviewed in the United States on February 1, 2022","







  
  
    🤷‍♀️
  
","









  
  
    
  I no longer subscribe

  
",3.0 out of 5 stars,"
  5 people found this helpful
      
          Helpful
      
  ",21,negative,no,none,Ana
"Reviewed in the United States on March 17, 2022","







  
  
    Love it!
  
","









  
  
    
  We use peacocks free streaming option. Love it, commercials are short and it’s worth a download!

  
",5.0 out of 5 stars,"
  3 people found this helpful
      
          Helpful
      
  ",3,positive,no,good selection,Ana
"Reviewed in the United States on March 15, 2022","







  
  
    Good app
  
","









  
  
    
  Stream fails in occasion but most of the day ine good

  
",5.0 out of 5 stars,"
  2 people found this helpful
      
          Helpful
      
  ",3,neutral,no,app freezes,Ana
"Reviewed in the United States on March 15, 2022","







  
  
    Can on get live tv.
  
","









  
  
    
  I can get their live TV. But can't open anything else. It tells me I need an internet connection. Which I doo. Very strong.This just started happening. Before it was great. CS working on it. No luck.TV.

  
",5.0 out of 5 stars,"
  2 people found this helpful
      
          Helpful
      
  ",3,negative,no,app doesn't work,Ana
"Reviewed in the United States on March 19, 2022","







  
  
    Not what it seems
  
","









  
  
    
  It's advertised as free but it's not really free.

  
",2.0 out of 5 stars,"
  3 people found this helpful
      
          Helpful
      
  ",3,negative,no,deceiving marketing,Ana
"Reviewed in the United States on April 29, 2022","







  
  
    Soooo Slow
  
","









  
  
    
  This app takes forever to load. Ridiculous

  
",2.0 out of 5 stars,"
  
      
          Helpful
      
  ",3,negative,no,app is slow,Ana
"Reviewed in the United States on March 20, 2022","







  
  
    It's Peacock
  
","









  
  
    
  Great streaming services

  
",4.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",3,positive,no,good user interface,Ana
"Reviewed in the United States on April 27, 2022","







  
  
    Didn’t like it
  
","









  
  
    
  Canceled subscription

  
",2.0 out of 5 stars,"
  
      
          Helpful
      
  ",3,negative,no,none,Ana
"Reviewed in the United States on April 26, 2022","







  
  
    Free
  
","









  
  
    
  Good for the price.

  
",4.0 out of 5 stars,"
  
      
          Helpful
      
  ",3,positive,no,fair price,Ana
"Reviewed in the United States on March 20, 2022","







  
  
    Great app to have!
  
","









  
  
    
  Great app to have!

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",3,positive,no,none,Ana
"Reviewed in the United States on March 16, 2022","







  
  
    Great shows
  
","









  
  
    
  I like this app. I would recommend the premium service. You get a lot more variety in programming.

  
",5.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",3,positive,no,premium user,Ana
"Reviewed in the United States on February 7, 2022","







  
  
    I Love it
  
","









  
  
    
  I Love Peacock... Alot of good shows. I am trying to cut ties with the cable company.

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",44,positive,no,good selection,Ana
"Reviewed in the United States on November 21, 2021","







  
  
    Just did it for Halloween Kills
  
","









  
  
    
  Just did it for a movie …and that’s it.

  
",3.0 out of 5 stars,"
  
      
          Helpful
      
  ",44,neutral,no,none,Ana
"Reviewed in the United States on August 13, 2021","







  
  
    VERY SLOW  Finding  the Shows you want not thT simple
  
","









  
  
    
  COULD  BE MORE USER FRIENDLY

  
",3.0 out of 5 stars,"
  
      
          Helpful
      
  ",44,negative,no,bad user experience,Ana
"Reviewed in the United States on August 1, 2021","







  
  
    Poor selection
  
","









  
  
    
  Very limited selection with little to no rotation

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",44,negative,no,poor content,Ana
"Reviewed in the United States on October 6, 2021","







  
  
    Not for u
  
","









  
  
    
  Dishonest

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",44,negative,no,deceiving marketing,Ana
"Reviewed in the United States on March 7, 2022","







  
  
    Peacock
  
","









  
  
    
  Very nice

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",44,positive,no,none,Ana
"Reviewed in the United States on October 11, 2021","







  
  
    need help 3 days of requesting help
  
","









  
  
    
  exchanged tv 3 fire stick now cannot get streaming started again help!!!

  
",3.0 out of 5 stars,"
  
      
          Helpful
      
  ",44,neutral,no,none,Ana
"Reviewed in the United States on January 16, 2022","







  
  
    Worst app ever
  
","









  
  
    
  Horrible picture quality and impossi to watch live sports.. all I does is freeze and tells you to wait....missed half of the game and impossible to cancel subscription

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",44,negative,no,bad user experience,Ana
"Reviewed in the United States on November 7, 2021","







  
  
    Terrible
  
","









  
  
    
  Spent money for extra benefits but cannot binge without going out of app and back kn

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",44,positive,no,bad user experience,Ana
"Reviewed in the United States on September 23, 2021","







  
  
    Its not free!
  
","









  
  
    
  I wanted to watch Yellowstone, the first three seasons.  The only episodes which were free was the first season.  False advertising.  I deleted the app.

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",44,negative,no,deceiving marketing,Ana
"Reviewed in the United States on September 25, 2021","







  
  
    Slow, poor interface
  
","









  
  
    
  App is very slow to load.

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",22,negative,no,app is slow,Ana
"Reviewed in the United States on August 25, 2021","







  
  
    Proud to Peacock
  
","









  
  
    
  Easy to use ,good content

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",22,positive,no,good selection,Ana
"Reviewed in the United States on November 18, 2021","







  
  
    Baby Boomers Will Love Peacock TV!
  
","









  
  
    
  As Baby Boomers, my husband and I love Peacock TV since it provides so many of the old shows we watched growing up. It also streams many movies all ages would enjoy.

  
",5.0 out of 5 stars,"
  5 people found this helpful
      
          Helpful
      
  ",22,positive,no,good selection,Ana
"Reviewed in the United States on March 3, 2022","







  
  
    Delete Peacock please
  
","









  
  
    
  There's nothing I'm interested in paying for.

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",22,negative,no,poor content,Ana
"Reviewed in the United States on September 15, 2021","







  
  
    Peacock
  
","









  
  
    
  Service supposed to be free, but you pay for episodes

  
",3.0 out of 5 stars,"
  
      
          Helpful
      
  ",22,negative,no,deceiving marketing,Ana
"Reviewed in the United States on February 3, 2022","







  
  
    A great platform
  
","









  
  
    
  I use it to hinge on different series

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",22,neutral,no,none,Ana
"Reviewed in the United States on December 18, 2021","







  
  
    Either you’re lucky or not...
  
","









  
  
    
  So off of an Amazon Fire TV I was searching for a show or movie.. Found on Peacock. Great. Installed the app; watched the whole movie (or show) and where there SHOULD HAVE BEEN commercials, it just cut to black & came right back on! It was GREAT!Later however, different search SAME APP gave me so MANY commercials I don’t even think I finished watching it!  Aggravated I ended up closing the app  and watching it online via the internet.😤

  
",3.0 out of 5 stars,"
  19 people found this helpful
      
          Helpful
      
  ",22,negative,no,lots of commercials,Ana
"Reviewed in the United States on September 25, 2021","







  
  
    Great!
  
","









  
  
    
  Great!

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",22,positive,no,none,Ana
"Reviewed in the United States on July 27, 2021","







  
  
    Easy to use
  
","









  
  
    
  Easy to use

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",22,positive,no,good user interface,Ana
"Reviewed in the United States on February 1, 2022","







  
  
    Fabulous
  
","









  
  
    
  Great shows

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",22,positive,no,good selection,Ana
"Reviewed in the United States on December 21, 2021","







  
  
    Rarely Works!
  
","









  
  
    
  Almost never works, always get an error page, I'm very tech savvy, done all the solutions, still doesn't work. Works one day, then won't work for days again.

  
",1.0 out of 5 stars,"
  One person found this helpful
      
          Helpful
      
  ",32,negative,no,app doesn't work,Ana
"Reviewed in the United States on February 6, 2022","







  
  
    Wouldn't work
  
","









  
  
    
  Frustrated on trying to set up correctly

  
",1.0 out of 5 stars,"
  
      
          Helpful
      
  ",32,negative,no,bad user experience,Ana
"Reviewed in the United States on August 10, 2021","







  
  
    Humm
  
","









  
  
    
  Too many pay services. I don't watch 1st episodes of anything because then you gotta pay to watch the rest. Not better than Hulu or Netflix

  
",2.0 out of 5 stars,"
  4 people found this helpful
      
          Helpful
      
  ",32,negative,no,too expensive,Ana
"Reviewed in the United States on December 27, 2021","







  
  
    Free version is just great!
  
","









  
  
    
  I have many options but watch this app at least once a day.

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",32,positive,no,none,Ana
"Reviewed in the United States on August 15, 2021","







  
  
    It's like having regular TV with stations you can't get local
  
","









  
  
    
  No dislikes. 💯

  
",5.0 out of 5 stars,"
  
      
          Helpful
      
  ",32,neutral,no,none,Ana
"Reviewed in the United States on February 6, 2022","







  
  
    Doesn't work on FireTV stick
  
","









  
  
    
  I subscribe to peacock to watch the Beijing winter Olympics. It works fine on a PC but not on the FireTV stick.  The videos won't load.  A cat photo pops up on the screen and says ""Sorry, we have a problem"".  It's been like that for 2 days.  Other video apps work fine on my FireTV.

  
",2.0 out of 5 stars,"
  3 people found this helpful
      
          Helpful
      
  ",32,negative,no,app doesn't work,Ana
